segmentSize,avg tCO2 per ship,avg TW per ship,avg Payload per Voyage,DistanceWeighted Utilisation,avg EEOI,Average of TEUNominal,distinct vessels
8500.1,54986.96594,3835860327,50545.5324,51.10%,14.33497605,8363.84,57
