CO2 (in tons),Total Cons (tons),Transport work per Mn,AER,distinct vessels,cargo weight(tons),DistanceWeighted Utilisation,eeoi_capacitywork(t*nm),all legs,EEOI_TTW,Year,Average of TEUNominal,bio_cons(tons),tonsCO2TTW
32273019.447515,10512691.1208,2482099.7837254936,7.477242256520571,779,1688358737.67,57.51%,4316166086416.5703,51473,13.002305410572573,2022,5020.95,206356.967504,32871116.615192994
